,exper_num,sequenc_len,num_lstm_units,n_epochs,weighted_mse_test,weighted_mse_train,weighted_mse_val,weighted_mse_test_const,batch_size,duration,missing_feature
0,0.0,6.0,6.0,11.0,1.7252861849246948,1.4537964168476425,1.5847943694239162,1.7662833025437743,60.0,20.959052801132202,0.0
1,0.0,6.0,6.0,11.0,1.5300767657899998,1.4721830516200276,1.49237472050352,1.6373482393236167,60.0,19.253035068511963,0.0
2,0.0,6.0,6.0,9.0,1.4198889267452357,1.4824789444587807,1.278339130795499,1.6559513115447744,60.0,17.896800994873047,0.0
3,0.0,6.0,6.0,7.0,1.4110278013179285,1.4710559860670658,1.560425419197268,1.5964307705729843,60.0,14.60115909576416,0.0
4,0.0,6.0,6.0,9.0,1.3903342766520856,1.4771675326641478,1.4493291556609422,1.6235283155000675,60.0,18.791954040527344,0.0
5,0.0,6.0,6.0,12.0,1.5202326966397075,1.472278181261615,1.2865845129845088,1.591122557860478,60.0,17.08673405647278,0.0
6,0.0,6.0,6.0,9.0,1.4880933049193414,1.472694441670731,1.3790217751088152,1.632071025329562,60.0,17.8340961933136,0.0
7,0.0,6.0,6.0,10.0,1.414533124997225,1.4786222963536908,1.4990654479049006,1.5176098458560292,60.0,20.20410394668579,0.0
8,0.0,6.0,6.0,8.0,1.4875477191200763,1.4691789139370173,1.4506907327631613,1.7068124120157664,60.0,15.667692184448242,0.0
9,0.0,6.0,6.0,10.0,1.5282906554456688,1.4742594594425993,1.4049065286017703,1.6194731268873037,60.0,17.21331286430359,0.0
10,1.0,6.0,6.0,15.0,1.7074979970838375,1.4487496997524685,1.5488836358100329,1.766283302543775,60.0,20.080363035202026,0.0
11,1.0,6.0,6.0,15.0,1.5224064675614857,1.4671232565460735,1.48265021642059,1.6373482393236165,60.0,20.70495581626892,0.0
12,1.0,6.0,6.0,7.0,1.4221881935040068,1.4805530615970866,1.2771134123823762,1.6559513115447744,60.0,14.896918058395386,0.0
13,1.0,6.0,6.0,7.0,1.4123325045735642,1.471057835024958,1.5581552573022506,1.5964307705729837,60.0,13.75513482093811,0.0
14,1.0,6.0,6.0,8.0,1.3838378530151558,1.4883661464575701,1.4506618606262618,1.6235283155000675,60.0,14.871448040008545,0.0
15,1.0,6.0,6.0,9.0,1.5272168632948755,1.4745355020523698,1.2888813681070068,1.591122557860478,60.0,14.76277208328247,0.0
16,1.0,6.0,6.0,13.0,1.493433993585556,1.477112460892072,1.3794673612635175,1.632071025329562,60.0,22.413706064224243,0.0
17,1.0,6.0,6.0,10.0,1.4157384472212657,1.478839686662325,1.5001305778278486,1.5176098458560292,60.0,25.889527082443237,0.0
18,1.0,6.0,6.0,9.0,1.4935443015189074,1.4685249211493685,1.4508111150036465,1.7068124120157664,60.0,14.083224058151245,0.0
19,1.0,6.0,6.0,12.0,1.5142483041018955,1.469552326169717,1.4003318858631262,1.6194731268873037,60.0,17.096467971801758,0.0
20,2.0,6.0,6.0,14.0,1.7338434216310268,1.4587720027221813,1.6003002196285367,1.7662833025437743,60.0,21.929249048233032,0.0
21,2.0,6.0,6.0,13.0,1.5225326276767992,1.4672138288501757,1.484556142347556,1.6373482393236167,60.0,21.404184103012085,0.0
22,2.0,6.0,6.0,7.0,1.4208606943950985,1.4811287823750048,1.2776214380502338,1.6559513115447744,60.0,12.956485748291016,0.0
23,2.0,6.0,6.0,7.0,1.4145164962207137,1.4714958758470595,1.5587689237968825,1.5964307705729843,60.0,19.52121114730835,0.0
24,2.0,6.0,6.0,9.0,1.388143818890123,1.4795412855452368,1.450213703021924,1.6235283155000675,60.0,18.0334792137146,0.0
25,2.0,6.0,6.0,12.0,1.5289450828027749,1.4752411059592931,1.2895821289198766,1.591122557860478,60.0,17.205968856811523,0.0
26,2.0,6.0,6.0,9.0,1.4865663803680491,1.471311174854732,1.3813771989300427,1.6320710253295623,60.0,15.542180061340332,0.0
27,2.0,6.0,6.0,8.0,1.4165483606223654,1.479421355142751,1.5046867224641345,1.5176098458560292,60.0,13.414464950561523,0.0
28,2.0,6.0,6.0,14.0,1.4862098060501956,1.4720449894184569,1.4427333146510959,1.7068124120157664,60.0,17.533002853393555,0.0
29,2.0,6.0,6.0,9.0,1.5331207149833075,1.475069588310972,1.4051621033652812,1.6194731268873037,60.0,15.310726881027222,0.0
30,mean,6.0,6.0,10.1,1.4913014595217648,1.4726456703217727,1.437254012624217,1.6346630907434359,60.0,17.697113704681396,0.0
31,std,0.0,0.0,2.476531222607889,0.08251406511865411,0.007344092151456521,0.09461643676072495,0.05969151410805324,0.0,3.039502650563014,0.0
32,0.0,6.0,6.0,14.0,1.7178541272870065,1.4539006609461451,1.5717944096152472,1.766283302543775,60.0,20.186280012130737,1.0
33,0.0,6.0,6.0,18.0,1.5332370205309929,1.4727956527663757,1.4901674265540605,1.6373482393236167,60.0,22.44912099838257,1.0
34,0.0,6.0,6.0,15.0,1.4175053603411578,1.4903622413704092,1.2912282895113067,1.6559513115447744,60.0,23.229902982711792,1.0
35,0.0,6.0,6.0,7.0,1.409736459261473,1.4755700325811938,1.5678099269354,1.5964307705729843,60.0,19.98988914489746,1.0
36,0.0,6.0,6.0,12.0,1.383541999437091,1.4812773120265652,1.446425210579867,1.6235283155000675,60.0,19.87750005722046,1.0
37,0.0,6.0,6.0,8.0,1.535059028793068,1.475220562231501,1.2891040055526974,1.591122557860478,60.0,17.607210874557495,1.0
38,0.0,6.0,6.0,15.0,1.495423657403041,1.4793635465131816,1.3813092879852726,1.632071025329562,60.0,25.22281289100647,1.0
