,exper_num,sequenc_len,num_lstm_units,n_epochs,weighted_mse_test,weighted_mse_train,weighted_mse_val,weighted_mse_test_const,batch_size,duration,missing_feature
0,0.0,6.0,6.0,19.0,1.722834329675092,1.4527789843610244,1.580521348292109,1.766283302543775,60.0,18.93868088722229,0.0
1,0.0,6.0,6.0,12.0,1.5256592627677974,1.4694865061344318,1.4879893712278502,1.6373482393236165,60.0,13.664135932922363,0.0
2,0.0,6.0,6.0,7.0,1.418686679542497,1.4858718947694742,1.281666057383643,1.6559513115447744,60.0,11.57055115699768,0.0
3,0.0,6.0,6.0,7.0,1.4094526998698824,1.47475253135526,1.5611626850221796,1.5964307705729843,60.0,11.680608034133911,0.0
4,0.0,6.0,6.0,9.0,1.3864706722993263,1.48057043415227,1.4488961936329892,1.6235283155000675,60.0,12.012187957763672,0.0
5,0.0,6.0,6.0,10.0,1.5388312905132815,1.4770902174993727,1.2913081803924273,1.591122557860478,60.0,12.986520767211914,0.0
6,0.0,6.0,6.0,8.0,1.4891556633673602,1.4731947900111104,1.3789782359828655,1.6320710253295616,60.0,12.121626138687134,0.0
7,0.0,6.0,6.0,14.0,1.4256188023575787,1.485611333677467,1.5142440117592328,1.5176098458560296,60.0,14.851572036743164,0.0
8,0.0,6.0,6.0,9.0,1.4839834974456436,1.4715211079685688,1.447397782472565,1.7068124120157664,60.0,11.743714809417725,0.0
9,0.0,6.0,6.0,12.0,1.5214655215900932,1.4713726454661902,1.4020857511433809,1.6194731268873037,60.0,14.538853168487549,0.0
10,1.0,6.0,6.0,9.0,1.710026006076903,1.4491136212376199,1.5559245487085953,1.766283302543775,60.0,12.03250789642334,0.0
11,1.0,6.0,6.0,9.0,1.5282956591505268,1.471836398149972,1.4935028437561693,1.6373482393236167,60.0,12.230392217636108,0.0
12,1.0,6.0,6.0,10.0,1.4208385057032382,1.482691018886282,1.2768400012388121,1.6559513115447744,60.0,12.78257703781128,0.0
13,1.0,6.0,6.0,7.0,1.4095077885584706,1.4729632488425666,1.5612274963061623,1.5964307705729843,60.0,10.510164976119995,0.0
14,1.0,6.0,6.0,9.0,1.3864379721842601,1.4827476972876696,1.4507227388328034,1.6235283155000675,60.0,11.587229251861572,0.0
15,1.0,6.0,6.0,10.0,1.5464191943231285,1.481449918968964,1.2956945464881284,1.591122557860478,60.0,14.28007197380066,0.0
16,1.0,6.0,6.0,9.0,1.4896984515943765,1.4747073958159937,1.379721095738004,1.632071025329562,60.0,12.73715090751648,0.0
17,1.0,6.0,6.0,8.0,1.4139165260866209,1.4779418608888468,1.4992392708436357,1.5176098458560296,60.0,10.0936279296875,0.0
18,1.0,6.0,6.0,14.0,1.4838842298048718,1.4711517361875224,1.4480668811054853,1.7068124120157664,60.0,12.622564792633057,0.0
19,1.0,6.0,6.0,12.0,1.524702166843658,1.4719447544451265,1.4023170556753248,1.6194731268873037,60.0,12.942261934280396,0.0
20,2.0,6.0,6.0,14.0,1.7179804973471078,1.4514866542145946,1.572249240301659,1.766283302543775,60.0,12.021732807159424,0.0
21,2.0,6.0,6.0,11.0,1.5318675880781314,1.474026849474849,1.4964359087863925,1.6373482393236165,60.0,12.004385709762573,0.0
22,2.0,6.0,6.0,12.0,1.421615628512993,1.5037074404987094,1.3012768012999134,1.6559513115447744,60.0,13.48357105255127,0.0
23,2.0,6.0,6.0,7.0,1.4098248598497805,1.4755678607321998,1.5606438302395134,1.5964307705729837,60.0,10.351494073867798,0.0
24,2.0,6.0,6.0,10.0,1.384584006983629,1.4816795405637615,1.4472668914863853,1.6235283155000675,60.0,12.248580694198608,0.0
25,2.0,6.0,6.0,9.0,1.5420364390631827,1.4789416408933072,1.293246804074479,1.591122557860478,60.0,13.273084163665771,0.0
26,2.0,6.0,6.0,9.0,1.4900708089031227,1.4742547898099223,1.3798932278592428,1.6320710253295616,60.0,10.784044981002808,0.0
27,2.0,6.0,6.0,13.0,1.4069075862853455,1.4747029630557373,1.491188736205312,1.5176098458560292,60.0,14.057687044143677,0.0
28,2.0,6.0,6.0,9.0,1.4932748087422112,1.4683268355539505,1.4506617514064188,1.7068124120157664,60.0,11.741875886917114,0.0
29,2.0,6.0,6.0,11.0,1.5188670714762227,1.4691583964157706,1.3985850797823316,1.6194731268873037,60.0,11.777517795562744,0.0
